id,pays,role,source,texte_brut,langue,type
SG_PO_001,Neutral,Product Owner,Scrum Guide 2020,,https://scrumguides.org,2026-02-16,,en,reference
SG_SM_001,Neutral,Scrum Master,Scrum Guide 2020,,https://scrumguides.org,2026-02-16,,en,reference
